file_path,text,label
OAF_fear\OAF_keep_fear.wav,Say the word keep,2
OAF_fear\OAF_keg_fear.wav,Say the word keg,2
OAF_fear\OAF_kick_fear.wav,Say the word kick,2
OAF_fear\OAF_kill_fear.wav,Say the word kill,2
OAF_fear\OAF_king_fear.wav,Say the word king,2
OAF_fear\OAF_kite_fear.wav,Say the word kite,2
OAF_fear\OAF_knock_fear.wav,Say the word knock,2
OAF_fear\OAF_late_fear.wav,Say the word late,2
OAF_fear\OAF_laud_fear.wav,Say the word laud,2
OAF_fear\OAF_lean_fear.wav,Say the word lean,2
OAF_fear\OAF_learn_fear.wav,Say the word learn,2
OAF_fear\OAF_lease_fear.wav,Say the word lease,2
OAF_fear\OAF_lid_fear.wav,Say the word lid,2
OAF_fear\OAF_life_fear.wav,Say the word life,2
OAF_fear\OAF_limb_fear.wav,Say the word limb,2
OAF_fear\OAF_live_fear.wav,Say the word live,2
OAF_fear\OAF_loaf_fear.wav,Say the word loaf,2
OAF_fear\OAF_long_fear.wav,Say the word long,2
OAF_fear\OAF_lore_fear.wav,Say the word lore,2
OAF_fear\OAF_lose_fear.wav,Say the word lose,2
OAF_fear\OAF_lot_fear.wav,Say the word lot,2
OAF_fear\OAF_love_fear.wav,Say the word love,2
OAF_fear\OAF_luck_fear.wav,Say the word luck,2
OAF_fear\OAF_make_fear.wav,Say the word make,2
OAF_fear\OAF_match_fear.wav,Say the word match,2
OAF_fear\OAF_merge_fear.wav,Say the word merge,2
OAF_fear\OAF_mess_fear.wav,Say the word mess,2
OAF_fear\OAF_met_fear.wav,Say the word met,2
OAF_fear\OAF_mill_fear.wav,Say the word mill,2
OAF_fear\OAF_mob_fear.wav,Say the word mob,2
OAF_fear\OAF_mode_fear.wav,Say the word mode,2
OAF_fear\OAF_mood_fear.wav,Say the word mood,2
OAF_fear\OAF_moon_fear.wav,Say the word moon,2
OAF_fear\OAF_mop_fear.wav,Say the word mop,2
OAF_fear\OAF_mouse_fear.wav,Say the word mouse,2
OAF_fear\OAF_nag_fear.wav,Say the word nag,2
OAF_fear\OAF_name_fear.wav,Say the word name,2
OAF_fear\OAF_near_fear.wav,Say the word near,2
OAF_fear\OAF_neat_fear.wav,Say the word neat,2
OAF_fear\OAF_nice_fear.wav,Say the word nice,2
OAF_fear\OAF_note_fear.wav,Say the word note,2
OAF_fear\OAF_numb_fear.wav,Say the word numb,2
OAF_fear\OAF_pad_fear.wav,Say the word pad,2
OAF_fear\OAF_page_fear.wav,Say the word page,2
OAF_fear\OAF_pain_fear.wav,Say the word pain,2
OAF_fear\OAF_pass_fear.wav,Say the word pass,2
OAF_fear\OAF_pearl_fear.wav,Say the word pearl,2
OAF_fear\OAF_peg_fear.wav,Say the word peg,2
OAF_fear\OAF_perch_fear.wav,Say the word perch,2
OAF_fear\OAF_phone_fear.wav,Say the word phone,2
OAF_fear\OAF_pick_fear.wav,Say the word pick,2
OAF_fear\OAF_pike_fear.wav,Say the word pike,2
OAF_fear\OAF_pole_fear.wav,Say the word pole,2
OAF_fear\OAF_pool_fear.wav,Say the word pool,2
OAF_fear\OAF_puff_fear.wav,Say the word puff,2
OAF_fear\OAF_rag_fear.wav,Say the word rag,2
OAF_fear\OAF_raid_fear.wav,Say the word raid,2
OAF_fear\OAF_rain_fear.wav,Say the word rain,2
OAF_fear\OAF_raise_fear.wav,Say the word raise,2
OAF_fear\OAF_rat_fear.wav,Say the word rat,2
OAF_fear\OAF_reach_fear.wav,Say the word reach,2
OAF_fear\OAF_read_fear.wav,Say the word read,2
OAF_fear\OAF_red_fear.wav,Say the word red,2
OAF_fear\OAF_ring_fear.wav,Say the word ring,2
OAF_fear\OAF_ripe_fear.wav,Say the word ripe,2
OAF_fear\OAF_road_fear.wav,Say the word road,2
OAF_fear\OAF_room_fear.wav,Say the word room,2
OAF_fear\OAF_rose_fear.wav,Say the word rose,2
OAF_fear\OAF_rot_fear.wav,Say the word rot,2
OAF_fear\OAF_rough_fear.wav,Say the word rough,2
OAF_fear\OAF_rush_fear.wav,Say the word rush,2
OAF_fear\OAF_said_fear.wav,Say the word said,2
OAF_fear\OAF_sail_fear.wav,Say the word sail,2
OAF_fear\OAF_search_fear.wav,Say the word search,2
OAF_fear\OAF_seize_fear.wav,Say the word seize,2
OAF_fear\OAF_sell_fear.wav,Say the word sell,2
OAF_fear\OAF_shack_fear.wav,Say the word shack,2
OAF_fear\OAF_shall_fear.wav,Say the word shall,2
OAF_fear\OAF_shawl_fear.wav,Say the word shawl,2
OAF_fear\OAF_sheep_fear.wav,Say the word sheep,2
OAF_fear\OAF_shirt_fear.wav,Say the word shirt,2
OAF_fear\OAF_should_fear.wav,Say the word should,2
OAF_fear\OAF_shout_fear.wav,Say the word shout,2
OAF_fear\OAF_size_fear.wav,Say the word size,2
OAF_fear\OAF_soap_fear.wav,Say the word soap,2
OAF_fear\OAF_soup_fear.wav,Say the word soup,2
OAF_fear\OAF_sour_fear.wav,Say the word sour,2
OAF_fear\OAF_south_fear.wav,Say the word south,2
OAF_fear\OAF_sub_fear.wav,Say the word sub,2
OAF_fear\OAF_such_fear.wav,Say the word such,2
OAF_fear\OAF_sure_fear.wav,Say the word sure,2
OAF_fear\OAF_take_fear.wav,Say the word take,2
OAF_fear\OAF_talk_fear.wav,Say the word talk,2
OAF_fear\OAF_tape_fear.wav,Say the word tape,2
OAF_fear\OAF_team_fear.wav,Say the word team,2
OAF_fear\OAF_tell_fear.wav,Say the word tell,2
OAF_fear\OAF_thin_fear.wav,Say the word thin,2
OAF_fear\OAF_third_fear.wav,Say the word third,2
OAF_fear\OAF_thought_fear.wav,Say the word thought,2
OAF_fear\OAF_thumb_fear.wav,Say the word thumb,2
OAF_fear\OAF_time_fear.wav,Say the word time,2
OAF_fear\OAF_tip_fear.wav,Say the word tip,2
OAF_fear\OAF_tire_fear.wav,Say the word tire,2
OAF_fear\OAF_ton_fear.wav,Say the word ton,2
OAF_fear\OAF_tool_fear.wav,Say the word tool,2
OAF_fear\OAF_tough_fear.wav,Say the word tough,2
OAF_fear\OAF_turn_fear.wav,Say the word turn,2
OAF_fear\OAF_vine_fear.wav,Say the word vine,2
OAF_fear\OAF_voice_fear.wav,Say the word voice,2
OAF_fear\OAF_void_fear.wav,Say the word void,2
OAF_fear\OAF_vote_fear.wav,Say the word vote,2
OAF_fear\OAF_wag_fear.wav,Say the word wag,2
OAF_fear\OAF_walk_fear.wav,Say the word walk,2
OAF_fear\OAF_wash_fear.wav,Say the word wash,2
OAF_fear\OAF_week_fear.wav,Say the word week,2
OAF_fear\OAF_wheat_fear.wav,Say the word wheat,2
OAF_fear\OAF_when_fear.wav,Say the word when,2
OAF_fear\OAF_which_fear.wav,Say the word which,2
OAF_fear\OAF_whip_fear.wav,Say the word whip,2
OAF_fear\OAF_white_fear.wav,Say the word white,2
OAF_fear\OAF_wife_fear.wav,Say the word wife,2
OAF_fear\OAF_wire_fear.wav,Say the word wire,2
OAF_fear\OAF_witch_fear.wav,Say the word witch,2
OAF_fear\OAF_yearn_fear.wav,Say the word yearn,2
OAF_fear\OAF_yes_fear.wav,Say the word yes,2
OAF_fear\OAF_young_fear.wav,Say the word young,2
OAF_fear\OAF_youth_fear.wav,Say the word youth,2
OAF_happy\OAF_back_happy.wav,Say the word back,3
OAF_happy\OAF_bar_happy.wav,Say the word bar,3
OAF_happy\OAF_base_happy.wav,Say the word base,3
OAF_happy\OAF_bath_happy.wav,Say the word bath,3
OAF_happy\OAF_bean_happy.wav,Say the word bean,3
OAF_happy\OAF_beg_happy.wav,Say the word beg,3
OAF_happy\OAF_bite_happy.wav,Say the word bite,3
OAF_happy\OAF_boat_happy.wav,Say the word boat,3
OAF_happy\OAF_bone_happy.wav,Say the word bone,3
OAF_happy\OAF_book_happy.wav,Say the word book,3
OAF_happy\OAF_bought_happy.wav,Say the word bought,3
OAF_happy\OAF_burn_happy.wav,Say the word burn,3
OAF_happy\OAF_cab_happy.wav,Say the word cab,3
OAF_happy\OAF_calm_happy.wav,Say the word calm,3
OAF_happy\OAF_came_happy.wav,Say the word came,3
OAF_happy\OAF_cause_happy.wav,Say the word cause,3
OAF_happy\OAF_chain_happy.wav,Say the word chain,3
OAF_happy\OAF_chair_happy.wav,Say the word chair,3
OAF_happy\OAF_chalk_happy.wav,Say the word chalk,3
OAF_happy\OAF_chat_happy.wav,Say the word chat,3
OAF_happy\OAF_check_happy.wav,Say the word check,3
OAF_happy\OAF_cheek_happy.wav,Say the word cheek,3
OAF_happy\OAF_chief_happy.wav,Say the word chief,3
OAF_happy\OAF_choice_happy.wav,Say the word choice,3
OAF_happy\OAF_cool_happy.wav,Say the word cool,3
OAF_happy\OAF_dab_happy.wav,Say the word dab,3
OAF_happy\OAF_date_happy.wav,Say the word date,3
OAF_happy\OAF_dead_happy.wav,Say the word dead,3
OAF_happy\OAF_death_happy.wav,Say the word death,3
OAF_happy\OAF_deep_happy.wav,Say the word deep,3
OAF_happy\OAF_dime_happy.wav,Say the word dime,3
OAF_happy\OAF_dip_happy.wav,Say the word dip,3
OAF_happy\OAF_ditch_happy.wav,Say the word ditch,3
OAF_happy\OAF_dodge_happy.wav,Say the word dodge,3
OAF_happy\OAF_dog_happy.wav,Say the word dog,3
OAF_happy\OAF_doll_happy.wav,Say the word doll,3
OAF_happy\OAF_door_happy.wav,Say the word door,3
OAF_happy\OAF_fail_happy.wav,Say the word fail,3
OAF_happy\OAF_fall_happy.wav,Say the word fall,3
OAF_happy\OAF_far_happy.wav,Say the word far,3
OAF_happy\OAF_fat_happy.wav,Say the word fat,3
OAF_happy\OAF_fit_happy.wav,Say the word fit,3
OAF_happy\OAF_five_happy.wav,Say the word five,3
OAF_happy\OAF_food_happy.wav,Say the word food,3
OAF_happy\OAF_gap_happy.wav,Say the word gap,3
OAF_happy\OAF_gas_happy.wav,Say the word gas,3
OAF_happy\OAF_gaze_happy.wav,Say the word gaze,3
OAF_happy\OAF_germ_happy.wav,Say the word germ,3
OAF_happy\OAF_get_happy.wav,Say the word get,3
OAF_happy\OAF_gin_happy.wav,Say the word gin,3
OAF_happy\OAF_goal_happy.wav,Say the word goal,3
OAF_happy\OAF_good_happy.wav,Say the word good,3
OAF_happy\OAF_goose_happy.wav,Say the word goose,3
OAF_happy\OAF_gun_happy.wav,Say the word gun,3
OAF_happy\OAF_half_happy.wav,Say the word half,3
OAF_happy\OAF_hall_happy.wav,Say the word hall,3
OAF_happy\OAF_hash_happy.wav,Say the word hash,3
OAF_happy\OAF_hate_happy.wav,Say the word hate,3
OAF_happy\OAF_have_happy.wav,Say the word have,3
OAF_happy\OAF_haze_happy.wav,Say the word haze,3
OAF_happy\OAF_hire_happy.wav,Say the word hire,3
OAF_happy\OAF_hit_happy.wav,Say the word hit,3
OAF_happy\OAF_hole_happy.wav,Say the word hole,3
OAF_happy\OAF_home_happy.wav,Say the word home,3
OAF_happy\OAF_hurl_happy.wav,Say the word hurl,3
OAF_happy\OAF_hush_happy.wav,Say the word hush,3
OAF_happy\OAF_jail_happy.wav,Say the word jail,3
OAF_happy\OAF_jar_happy.wav,Say the word jar,3
OAF_happy\OAF_join_happy.wav,Say the word join,3
OAF_happy\OAF_judge_happy.wav,Say the word judge,3
OAF_happy\OAF_jug_happy.wav,Say the word jug,3
OAF_happy\OAF_juice_happy.wav,Say the word juice,3
OAF_happy\OAF_keen_happy.wav,Say the word keen,3
OAF_happy\OAF_keep_happy.wav,Say the word keep,3
OAF_happy\OAF_keg_happy.wav,Say the word keg,3
OAF_happy\OAF_kick_happy.wav,Say the word kick,3
OAF_happy\OAF_kill_happy.wav,Say the word kill,3
OAF_happy\OAF_king_happy.wav,Say the word king,3
OAF_happy\OAF_kite_happy.wav,Say the word kite,3
OAF_happy\OAF_knock_happy.wav,Say the word knock,3
OAF_happy\OAF_late_happy.wav,Say the word late,3
OAF_happy\OAF_laud_happy.wav,Say the word laud,3
OAF_happy\OAF_lean_happy.wav,Say the word lean,3
OAF_happy\OAF_learn_happy.wav,Say the word learn,3
OAF_happy\OAF_lease_happy.wav,Say the word lease,3
OAF_happy\OAF_lid_happy.wav,Say the word lid,3
OAF_happy\OAF_life_happy.wav,Say the word life,3
OAF_happy\OAF_limb_happy.wav,Say the word limb,3
OAF_happy\OAF_live_happy.wav,Say the word live,3
OAF_happy\OAF_loaf_happy.wav,Say the word loaf,3
OAF_happy\OAF_long_happy.wav,Say the word long,3
OAF_happy\OAF_lore_happy.wav,Say the word lore,3
OAF_happy\OAF_lose_happy.wav,Say the word lose,3
OAF_happy\OAF_lot_happy.wav,Say the word lot,3
OAF_happy\OAF_love_happy.wav,Say the word love,3
OAF_happy\OAF_luck_happy.wav,Say the word luck,3
OAF_happy\OAF_make_happy.wav,Say the word make,3
OAF_happy\OAF_match_happy.wav,Say the word match,3
OAF_happy\OAF_merge_happy.wav,Say the word merge,3
OAF_happy\OAF_mess_happy.wav,Say the word mess,3
OAF_happy\OAF_met_happy.wav,Say the word met,3
OAF_happy\OAF_mill_happy.wav,Say the word mill,3
OAF_happy\OAF_mob_happy.wav,Say the word mob,3
OAF_happy\OAF_mode_happy.wav,Say the word mode,3
OAF_happy\OAF_mood_happy.wav,Say the word mood,3
OAF_happy\OAF_moon_happy.wav,Say the word moon,3
OAF_happy\OAF_mop_happy.wav,Say the word mop,3
OAF_happy\OAF_mouse_happy.wav,Say the word mouse,3
OAF_happy\OAF_nag_happy.wav,Say the word nag,3
OAF_happy\OAF_name_happy.wav,Say the word name,3
OAF_happy\OAF_near_happy.wav,Say the word near,3
OAF_happy\OAF_neat_happy.wav,Say the word neat,3
OAF_happy\OAF_nice_happy.wav,Say the word nice,3
OAF_happy\OAF_note_happy.wav,Say the word note,3
OAF_happy\OAF_numb_happy.wav,Say the word numb,3
OAF_happy\OAF_pad_happy.wav,Say the word pad,3
OAF_happy\OAF_page_happy.wav,Say the word page,3
OAF_happy\OAF_pain_happy.wav,Say the word pain,3
OAF_happy\OAF_pass_happy.wav,Say the word pass,3
OAF_happy\OAF_pearl_happy.wav,Say the word pearl,3
OAF_happy\OAF_peg_happy.wav,Say the word peg,3
OAF_happy\OAF_perch_happy.wav,Say the word perch,3
OAF_happy\OAF_phone_happy.wav,Say the word phone,3
OAF_happy\OAF_pick_happy.wav,Say the word pick,3
OAF_happy\OAF_pike_happy.wav,Say the word pike,3
OAF_happy\OAF_pole_happy.wav,Say the word pole,3
OAF_happy\OAF_pool_happy.wav,Say the word pool,3
OAF_happy\OAF_puff_happy.wav,Say the word puff,3
OAF_happy\OAF_rag_happy.wav,Say the word rag,3
OAF_happy\OAF_raid_happy.wav,Say the word raid,3
OAF_happy\OAF_rain_happy.wav,Say the word rain,3
OAF_happy\OAF_raise_happy.wav,Say the word raise,3
OAF_happy\OAF_rat_happy.wav,Say the word rat,3
OAF_happy\OAF_reach_happy.wav,Say the word reach,3
OAF_happy\OAF_read_happy.wav,Say the word read,3
OAF_happy\OAF_red_happy.wav,Say the word red,3
OAF_happy\OAF_ring_happy.wav,Say the word ring,3
OAF_happy\OAF_ripe_happy.wav,Say the word ripe,3
OAF_happy\OAF_road_happy.wav,Say the word road,3
OAF_happy\OAF_room_happy.wav,Say the word room,3
OAF_happy\OAF_rose_happy.wav,Say the word rose,3
OAF_happy\OAF_rot_happy.wav,Say the word rot,3
OAF_happy\OAF_rough_happy.wav,Say the word rough,3
OAF_happy\OAF_rush_happy.wav,Say the word rush,3
OAF_happy\OAF_said_happy.wav,Say the word said,3
OAF_happy\OAF_sail_happy.wav,Say the word sail,3
OAF_happy\OAF_search_happy.wav,Say the word search,3
OAF_happy\OAF_seize_happy.wav,Say the word seize,3
OAF_happy\OAF_sell_happy.wav,Say the word sell,3
OAF_happy\OAF_shack_happy.wav,Say the word shack,3
OAF_happy\OAF_shall_happy.wav,Say the word shall,3
OAF_happy\OAF_shawl_happy.wav,Say the word shawl,3
OAF_happy\OAF_sheep_happy.wav,Say the word sheep,3
OAF_happy\OAF_shirt_happy.wav,Say the word shirt,3
OAF_happy\OAF_should_happy.wav,Say the word should,3
OAF_happy\OAF_shout_happy.wav,Say the word shout,3
OAF_happy\OAF_size_happy.wav,Say the word size,3
OAF_happy\OAF_soap_happy.wav,Say the word soap,3
OAF_happy\OAF_soup_happy.wav,Say the word soup,3
OAF_happy\OAF_sour_happy.wav,Say the word sour,3
OAF_happy\OAF_south_happy.wav,Say the word south,3
OAF_happy\OAF_sub_happy.wav,Say the word sub,3
OAF_happy\OAF_such_happy.wav,Say the word such,3
OAF_happy\OAF_sure_happy.wav,Say the word sure,3
OAF_happy\OAF_take_happy.wav,Say the word take,3
OAF_happy\OAF_talk_happy.wav,Say the word talk,3
OAF_happy\OAF_tape_happy.wav,Say the word tape,3
OAF_happy\OAF_team_happy.wav,Say the word team,3
OAF_happy\OAF_tell_happy.wav,Say the word tell,3
OAF_happy\OAF_thin_happy.wav,Say the word thin,3
OAF_happy\OAF_third_happy.wav,Say the word third,3
OAF_happy\OAF_thought_happy.wav,Say the word thought,3
OAF_happy\OAF_thumb_happy.wav,Say the word thumb,3
OAF_happy\OAF_time_happy.wav,Say the word time,3
OAF_happy\OAF_tip_happy.wav,Say the word tip,3
OAF_happy\OAF_tire_happy.wav,Say the word tire,3
OAF_happy\OAF_ton_happy.wav,Say the word ton,3
OAF_happy\OAF_tool_happy.wav,Say the word tool,3
OAF_happy\OAF_tough_happy.wav,Say the word tough,3
OAF_happy\OAF_turn_happy.wav,Say the word turn,3
OAF_happy\OAF_vine_happy.wav,Say the word vine,3
OAF_happy\OAF_voice_happy.wav,Say the word voice,3
OAF_happy\OAF_void_happy.wav,Say the word void,3
OAF_happy\OAF_vote_happy.wav,Say the word vote,3
OAF_happy\OAF_wag_happy.wav,Say the word wag,3
OAF_happy\OAF_walk_happy.wav,Say the word walk,3
OAF_happy\OAF_wash_happy.wav,Say the word wash,3
OAF_happy\OAF_week_happy.wav,Say the word week,3
OAF_happy\OAF_wheat_happy.wav,Say the word wheat,3
OAF_happy\OAF_when_happy.wav,Say the word when,3
OAF_happy\OAF_which_happy.wav,Say the word which,3
OAF_happy\OAF_whip_happy.wav,Say the word whip,3
OAF_happy\OAF_white_happy.wav,Say the word white,3
OAF_happy\OAF_wife_happy.wav,Say the word wife,3
OAF_happy\OAF_wire_happy.wav,Say the word wire,3
OAF_happy\OAF_witch_happy.wav,Say the word witch,3
OAF_happy\OAF_yearn_happy.wav,Say the word yearn,3
OAF_happy\OAF_yes_happy.wav,Say the word yes,3
OAF_happy\OAF_young_happy.wav,Say the word young,3
OAF_happy\OAF_youth_happy.wav,Say the word youth,3
OAF_neutral\OAF_back_neutral.wav,Say the word back,4
OAF_neutral\OAF_bar_neutral.wav,Say the word bar,4
OAF_neutral\OAF_base_neutral.wav,Say the word base,4
OAF_neutral\OAF_bath_neutral.wav,Say the word bath,4
OAF_neutral\OAF_bean_neutral.wav,Say the word bean,4
OAF_neutral\OAF_beg_neutral.wav,Say the word beg,4
OAF_neutral\OAF_boat_neutral.wav,Say the word boat,4
OAF_neutral\OAF_bone_neutral.wav,Say the word bone,4
OAF_neutral\OAF_book_neutral.wav,Say the word book,4
OAF_neutral\OAF_bought_neutral.wav,Say the word bought,4
OAF_neutral\OAF_burn_neutral.wav,Say the word burn,4
OAF_neutral\OAF_cab_neutral.wav,Say the word cab,4
OAF_neutral\OAF_calm_neutral.wav,Say the word calm,4
OAF_neutral\OAF_came_neutral.wav,Say the word came,4
OAF_neutral\OAF_cause_neutral.wav,Say the word cause,4
OAF_neutral\OAF_chain_neutral.wav,Say the word chain,4
OAF_neutral\OAF_chair_neutral.wav,Say the word chair,4
OAF_neutral\OAF_chalk_neutral.wav,Say the word chalk,4
OAF_neutral\OAF_chat_neutral.wav,Say the word chat,4
OAF_neutral\OAF_check_neutral.wav,Say the word check,4
OAF_neutral\OAF_cheek_neutral.wav,Say the word cheek,4
OAF_neutral\OAF_chief_neutral.wav,Say the word chief,4
OAF_neutral\OAF_choice_neutral.wav,Say the word choice,4
OAF_neutral\OAF_cool_neutral.wav,Say the word cool,4
OAF_neutral\OAF_dab_neutral.wav,Say the word dab,4
OAF_neutral\OAF_date_neutral.wav,Say the word date,4
OAF_neutral\OAF_dead_neutral.wav,Say the word dead,4
OAF_neutral\OAF_death_neutral.wav,Say the word death,4
OAF_neutral\OAF_deep_neutral.wav,Say the word deep,4
OAF_neutral\OAF_dime_neutral.wav,Say the word dime,4
OAF_neutral\OAF_dip_neutral.wav,Say the word dip,4
OAF_neutral\OAF_ditch_neutral.wav,Say the word ditch,4
OAF_neutral\OAF_dodge_neutral.wav,Say the word dodge,4
OAF_neutral\OAF_dog_neutral.wav,Say the word dog,4
OAF_neutral\OAF_doll_neutral.wav,Say the word doll,4
OAF_neutral\OAF_door_neutral.wav,Say the word door,4
OAF_neutral\OAF_fail_neutral.wav,Say the word fail,4
OAF_neutral\OAF_fall_neutral.wav,Say the word fall,4
OAF_neutral\OAF_far_neutral.wav,Say the word far,4
OAF_neutral\OAF_fat_neutral.wav,Say the word fat,4
OAF_neutral\OAF_fit_neutral.wav,Say the word fit,4
OAF_neutral\OAF_five_neutral.wav,Say the word five,4
OAF_neutral\OAF_food_neutral.wav,Say the word food,4
OAF_neutral\OAF_gap_neutral.wav,Say the word gap,4
OAF_neutral\OAF_gas_neutral.wav,Say the word gas,4
OAF_neutral\OAF_gaze_neutral.wav,Say the word gaze,4
OAF_neutral\OAF_germ_neutral.wav,Say the word germ,4
OAF_neutral\OAF_get_neutral.wav,Say the word get,4
OAF_neutral\OAF_gin_neutral.wav,Say the word gin,4
OAF_neutral\OAF_goal_neutral.wav,Say the word goal,4
OAF_neutral\OAF_good_neutral.wav,Say the word good,4
OAF_neutral\OAF_goose_neutral.wav,Say the word goose,4
OAF_neutral\OAF_gun_neutral.wav,Say the word gun,4
OAF_neutral\OAF_half_neutral.wav,Say the word half,4
OAF_neutral\OAF_hall_neutral.wav,Say the word hall,4
OAF_neutral\OAF_hash_neutral.wav,Say the word hash,4
OAF_neutral\OAF_hate_neutral.wav,Say the word hate,4
OAF_neutral\OAF_have_neutral.wav,Say the word have,4
OAF_neutral\OAF_haze_neutral.wav,Say the word haze,4
OAF_neutral\OAF_hire_neutral.wav,Say the word hire,4
OAF_neutral\OAF_hit_neutral.wav,Say the word hit,4
OAF_neutral\OAF_hole_neutral.wav,Say the word hole,4
OAF_neutral\OAF_home_neutral.wav,Say the word home,4
OAF_neutral\OAF_hurl_neutral.wav,Say the word hurl,4
OAF_neutral\OAF_hush_neutral.wav,Say the word hush,4
OAF_neutral\OAF_jail_neutral.wav,Say the word jail,4
OAF_neutral\OAF_jar_neutral.wav,Say the word jar,4
OAF_neutral\OAF_join_neutral.wav,Say the word join,4
OAF_neutral\OAF_judge_neutral.wav,Say the word judge,4
OAF_neutral\OAF_jug_neutral.wav,Say the word jug,4
OAF_neutral\OAF_juice_neutral.wav,Say the word juice,4
OAF_neutral\OAF_keen_neutral.wav,Say the word keen,4
OAF_neutral\OAF_keep_neutral.wav,Say the word keep,4
OAF_neutral\OAF_keg_neutral.wav,Say the word keg,4
OAF_neutral\OAF_kick_neutral.wav,Say the word kick,4
OAF_neutral\OAF_kill_neutral.wav,Say the word kill,4
OAF_neutral\OAF_king_neutral.wav,Say the word king,4
OAF_neutral\OAF_kite_neutral.wav,Say the word kite,4
OAF_neutral\OAF_knock_neutral.wav,Say the word knock,4
OAF_neutral\OAF_late_neutral.wav,Say the word late,4
OAF_neutral\OAF_laud_neutral.wav,Say the word laud,4
OAF_neutral\OAF_lean_neutral.wav,Say the word lean,4
OAF_neutral\OAF_learn_neutral.wav,Say the word learn,4
OAF_neutral\OAF_lease_neutral.wav,Say the word lease,4
OAF_neutral\OAF_lid_neutral.wav,Say the word lid,4
OAF_neutral\OAF_life_neutral.wav,Say the word life,4
OAF_neutral\OAF_limb_neutral.wav,Say the word limb,4
OAF_neutral\OAF_live_neutral.wav,Say the word live,4
OAF_neutral\OAF_loaf_neutral.wav,Say the word loaf,4
OAF_neutral\OAF_long_neutral.wav,Say the word long,4
OAF_neutral\OAF_lore_neutral.wav,Say the word lore,4
OAF_neutral\OAF_lose_neutral.wav,Say the word lose,4
OAF_neutral\OAF_lot_neutral.wav,Say the word lot,4
OAF_neutral\OAF_love_neutral.wav,Say the word love,4
OAF_neutral\OAF_luck_neutral.wav,Say the word luck,4
OAF_neutral\OAF_make_neutral.wav,Say the word make,4
OAF_neutral\OAF_match_neutral.wav,Say the word match,4
OAF_neutral\OAF_merge_neutral.wav,Say the word merge,4
OAF_neutral\OAF_mess_neutral.wav,Say the word mess,4
OAF_neutral\OAF_met_neutral.wav,Say the word met,4
OAF_neutral\OAF_mill_neutral.wav,Say the word mill,4
OAF_neutral\OAF_mob_neutral.wav,Say the word mob,4
OAF_neutral\OAF_mode_neutral.wav,Say the word mode,4
OAF_neutral\OAF_mood_neutral.wav,Say the word mood,4
OAF_neutral\OAF_moon_neutral.wav,Say the word moon,4
OAF_neutral\OAF_mop_neutral.wav,Say the word mop,4
OAF_neutral\OAF_mouse_neutral.wav,Say the word mouse,4
OAF_neutral\OAF_nag_neutral.wav,Say the word nag,4
OAF_neutral\OAF_name_neutral.wav,Say the word name,4
OAF_neutral\OAF_near_neutral.wav,Say the word near,4
OAF_neutral\OAF_neat_neutral.wav,Say the word neat,4
OAF_neutral\OAF_nice_neutral.wav,Say the word nice,4
OAF_neutral\OAF_note_neutral.wav,Say the word note,4
OAF_neutral\OAF_numb_neutral.wav,Say the word numb,4
OAF_neutral\OAF_pad_neutral.wav,Say the word pad,4
OAF_neutral\OAF_page_neutral.wav,Say the word page,4
OAF_neutral\OAF_pain_neutral.wav,Say the word pain,4
OAF_neutral\OAF_pass_neutral.wav,Say the word pass,4
OAF_neutral\OAF_pearl_neutral.wav,Say the word pearl,4
OAF_neutral\OAF_peg_neutral.wav,Say the word peg,4
OAF_neutral\OAF_perch_neutral.wav,Say the word perch,4
OAF_neutral\OAF_phone_neutral.wav,Say the word phone,4
OAF_neutral\OAF_pick_neutral.wav,Say the word pick,4
OAF_neutral\OAF_pike_neutral.wav,Say the word pike,4
OAF_neutral\OAF_pole_neutral.wav,Say the word pole,4
OAF_neutral\OAF_pool_neutral.wav,Say the word pool,4
OAF_neutral\OAF_puff_neutral.wav,Say the word puff,4
OAF_neutral\OAF_rag_neutral.wav,Say the word rag,4
OAF_neutral\OAF_raid_neutral.wav,Say the word raid,4
OAF_neutral\OAF_rain_neutral.wav,Say the word rain,4
OAF_neutral\OAF_raise_neutral.wav,Say the word raise,4
OAF_neutral\OAF_rat_neutral.wav,Say the word rat,4
OAF_neutral\OAF_reach_neutral.wav,Say the word reach,4
OAF_neutral\OAF_read_neutral.wav,Say the word read,4
OAF_neutral\OAF_red_neutral.wav,Say the word red,4
OAF_neutral\OAF_ring_neutral.wav,Say the word ring,4
OAF_neutral\OAF_ripe_neutral.wav,Say the word ripe,4
OAF_neutral\OAF_road_neutral.wav,Say the word road,4
OAF_neutral\OAF_room_neutral.wav,Say the word room,4
OAF_neutral\OAF_rose_neutral.wav,Say the word rose,4
OAF_neutral\OAF_rot_neutral.wav,Say the word rot,4
OAF_neutral\OAF_rough_neutral.wav,Say the word rough,4
OAF_neutral\OAF_rush_neutral.wav,Say the word rush,4
OAF_neutral\OAF_said_neutral.wav,Say the word said,4
OAF_neutral\OAF_sail_neutral.wav,Say the word sail,4
OAF_neutral\OAF_search_neutral.wav,Say the word search,4
OAF_neutral\OAF_seize_neutral.wav,Say the word seize,4
OAF_neutral\OAF_sell_neutral.wav,Say the word sell,4
OAF_neutral\OAF_shack_neutral.wav,Say the word shack,4
OAF_neutral\OAF_shall_neutral.wav,Say the word shall,4
